SE_ROW_ID,MSLINK,PARADA,RAMAL,SENTIDO,ORDEN,ID_PARADA,CALLE_UNO,CALLE_DOS,COD_SMS,OCHAVA,REFUGIO,DISTRITO,PUNTO_X,PUNTO_Y,CAMBIO,USUARIO_CA,TYPE,CHECKSUM,GEOJSON
3160,0,2561,9,I,46,0,1864,543,9185,SO        ,P         ,CENTRO                                                                                                                                                ,-60.674573,-32.937596,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.674573, -32.937596 ] } }"
3162,0,2560,9,I,45,0,1864,1148,9879,SO        ,P         ,CENTRO                                                                                                                                                ,-60.677292,-32.937107,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.677292, -32.937107 ] } }"
3178,0,3145,24,I,11,0,13,1148,7581,SO        ,B         ,OESTE                                                                                                                                                 ,-60.683248,-32.960638,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.683248, -32.960638 ] } }"
3215,0,3143,1033,I,0,0,1118,1007,4777,SO        ,B         ,OESTE                                                                                                                                                 ,-60.674184,-32.958597,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.674184, -32.958597 ] } }"
3343,0,2768,44,I,68,0,2000,533,3846,NE        ,B         ,NOROESTE                                                                                                                                              ,-60.687113,-32.933932,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.687113, -32.933932 ] } }"
3449,0,4142,44,I,0,0,2000,1830,7130,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.683562,-32.934572,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.683562, -32.934572 ] } }"
3540,0,1451,18,V,222,0,1720,2012,6365,NE        ,P         ,OESTE                                                                                                                                                 ,-60.686592,-32.957788,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.686592, -32.957788 ] } }"
4476,0,288,58,V,276,0,30,633,1887,NE        ,A         ,NORTE                                                                                                                                                 ,-60.675225,-32.911933,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.675225, -32.911933 ] } }"
3090,0,1746,5,I,32,0,1852,296,7296,SO        ,P         ,CENTRO                                                                                                                                                ,-60.669311,-32.933643,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669311, -32.933643 ] } }"
41,0,4141,4,V,0,0,772,930,9519,SE        ,P         ,NORTE                                                                                                                                                 ,-60.672097,-32.923341,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.672097, -32.923341 ] } }"
109,0,1488,20,I,31,0,1867,2071,9443,SE        ,P         ,CENTRO                                                                                                                                                ,-60.674409,-32.948975,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.674409, -32.948975 ] } }"
112,0,337,23,I,0,0,869,13,1746,SE        ,A         ,CENTRO                                                                                                                                                ,-60.670719,-32.962889,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670719, -32.962889 ] } }"
150,0,76,67,I,0,0,634,620,7708,SO        ,P         ,CENTRO                                                                                                                                                ,-60.67379,-32.940121,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673790, -32.940121 ] } }"
154,0,733,5,I,0,0,1866,10,8763,NO        ,P         ,SUR                                                                                                                                                   ,-60.644694,-32.980448,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644694, -32.980448 ] } }"
167,0,1126,46,I,237,0,1227,1385,6948,SE        ,P         ,CENTRO                                                                                                                                                ,-60.640374,-32.967037,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.640374, -32.967037 ] } }"
178,0,76,65,V,0,0,634,620,7708,SO        ,P         ,CENTRO                                                                                                                                                ,-60.67379,-32.940121,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673790, -32.940121 ] } }"
193,0,76,15,I,0,0,634,620,7708,SO        ,P         ,CENTRO                                                                                                                                                ,-60.67379,-32.940121,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673790, -32.940121 ] } }"
195,0,697,46,I,226,0,1866,1764,1544,SE        ,A         ,SUR                                                                                                                                                   ,-60.646161,-32.988784,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646161, -32.988784 ] } }"
198,0,691,46,I,225,0,1866,1998,1909,SE        ,A         ,SUR                                                                                                                                                   ,-60.646598,-32.9908,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646598, -32.990800 ] } }"
241,0,712,46,I,229,0,1866,218,9502,SE        ,P         ,SUR                                                                                                                                                   ,-60.644666,-32.98186,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644666, -32.981860 ] } }"
242,0,900,45,V,236,0,6,13,1903,SE        ,A         ,SUR                                                                                                                                                   ,-60.64069,-32.968334,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.640690, -32.968334 ] } }"
293,0,63,20,V,0,0,1877,662,8055,NE        ,P         ,CENTRO                                                                                                                                                ,-60.667783,-32.939626,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667783, -32.939626 ] } }"
299,0,75,46,V,0,0,634,71,1370,SO        ,A         ,CENTRO                                                                                                                                                ,-60.676509,-32.939632,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.676509, -32.939632 ] } }"
311,0,161,18,I,44,0,1290,71,1847,SO        ,A         ,CENTRO                                                                                                                                                ,-60.677803,-32.944762,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.677803, -32.944762 ] } }"
317,0,2124,18,I,43,0,155,1290,8389,SE        ,P         ,CENTRO                                                                                                                                                ,-60.680249,-32.944322,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.680249, -32.944322 ] } }"
380,0,3675,9,V,0,0,65,520,1682,S         ,ESP       ,NORTE                                                                                                                                                 ,-60.679926,-32.922349,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.679926, -32.922349 ] } }"
406,0,272,58,I,78,0,1473,1148,5879,NE        ,P         ,CENTRO                                                                                                                                                ,-60.680367,-32.95005,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.680367, -32.950050 ] } }"
408,0,256,21,I,36,0,1473,71,5773,SO        ,P         ,OESTE                                                                                                                                                 ,-60.679273,-32.950566,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.679273, -32.950566 ] } }"
419,0,263,21,I,40,0,2020,1321,3848,SE        ,B         ,CENTRO                                                                                                                                                ,-60.66926,-32.951097,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669260, -32.951097 ] } }"
424,0,443,56,I,85,0,1473,2020,1257,NE        ,A         ,CENTRO                                                                                                                                                ,-60.669481,-32.952007,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669481, -32.952007 ] } }"
433,0,271,21,V,225,0,1473,71,6774,NE        ,P         ,CENTRO                                                                                                                                                ,-60.679007,-32.950295,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.679007, -32.950295 ] } }"
436,0,272,21,V,226,0,1473,1148,5879,NE        ,P         ,CENTRO                                                                                                                                                ,-60.680367,-32.95005,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.680367, -32.950050 ] } }"
467,0,1116,14,V,258,0,1998,1711,6751,SO        ,P         ,SUR                                                                                                                                                   ,-60.640524,-32.990609,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.640524, -32.990609 ] } }"
472,0,2212,14,V,257,0,1083,1764,4114,NO        ,I         ,SUR                                                                                                                                                   ,-60.641897,-32.989379,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.641897, -32.989379 ] } }"
481,0,3674,9,I,0,0,65,520,1042,N         ,ESP       ,NORTE                                                                                                                                                 ,-60.680229,-32.921965,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.680229, -32.921965 ] } }"
503,0,1113,14,V,256,0,1083,559,3685,NO        ,B         ,SUR                                                                                                                                                   ,-60.641024,-32.985941,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.641024, -32.985941 ] } }"
507,0,1112,14,V,255,0,1083,1721,3800,NO        ,B         ,SUR                                                                                                                                                   ,-60.640439,-32.983645,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.640439, -32.983645 ] } }"
535,0,337,25,I,21,0,869,13,1746,SE        ,A         ,CENTRO                                                                                                                                                ,-60.670719,-32.962889,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670719, -32.962889 ] } }"
556,0,770,7,V,0,0,1866,1822,6445,SE        ,P         ,SUR                                                                                                                                                   ,-60.642755,-32.971407,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.642755, -32.971407 ] } }"
572,0,1491,17,I,34,0,1867,634,6742,SE        ,P         ,CENTRO                                                                                                                                                ,-60.672242,-32.940399,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.672242, -32.940399 ] } }"
574,0,1534,17,I,33,0,1867,1799,4029,SE        ,P         ,CENTRO                                                                                                                                                ,-60.672532,-32.941545,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.672532, -32.941545 ] } }"
581,0,285,11,V,267,0,155,69,1040,SE        ,A         ,NORTE                                                                                                                                                 ,-60.673406,-32.917061,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673406, -32.917061 ] } }"
593,0,284,11,V,266,0,155,719,1658,SE        ,A         ,NORTE                                                                                                                                                 ,-60.673773,-32.918499,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673773, -32.918499 ] } }"
625,0,306,65,V,213,0,155,69,1568,NO        ,A         ,NORTE                                                                                                                                                 ,-60.673767,-32.916945,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673767, -32.916945 ] } }"
646,0,733,6,I,0,0,1866,10,8763,NO        ,P         ,SUR                                                                                                                                                   ,-60.644694,-32.980448,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644694, -32.980448 ] } }"
671,0,443,21,V,221,0,1473,2020,1257,NE        ,A         ,CENTRO                                                                                                                                                ,-60.669481,-32.952007,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669481, -32.952007 ] } }"
692,0,1126,7,V,253,0,1227,1385,6948,SE        ,P         ,CENTRO                                                                                                                                                ,-60.640374,-32.967037,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.640374, -32.967037 ] } }"
702,0,927,24,V,224,0,13,869,6502,NE        ,P         ,CENTRO                                                                                                                                                ,-60.670641,-32.962584,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670641, -32.962584 ] } }"
736,0,274,11,V,260,0,2007,1880,3379,NE        ,B         ,NORTE                                                                                                                                                 ,-60.673479,-32.92474,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673479, -32.924740 ] } }"
750,0,770,8,V,0,0,1866,1822,6445,SE        ,P         ,SUR                                                                                                                                                   ,-60.642755,-32.971407,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.642755, -32.971407 ] } }"
753,0,306,58,I,31,0,155,69,1568,NO        ,A         ,NORTE                                                                                                                                                 ,-60.673767,-32.916945,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673767, -32.916945 ] } }"
773,0,703,1072,V,0,0,1866,908,1726,NO        ,A         ,SUR                                                                                                                                                   ,-60.645897,-32.986269,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645897, -32.986269 ] } }"
788,0,698,45,I,61,0,1866,1764,6148,NO        ,P         ,SUR                                                                                                                                                   ,-60.646399,-32.988576,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646399, -32.988576 ] } }"
793,0,2162,14,V,250,0,1891,83,9977,NO        ,P         ,CENTRO                                                                                                                                                ,-60.644711,-32.972092,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644711, -32.972092 ] } }"
822,0,695,43,V,244,0,1866,1998,1473,NO        ,A         ,SUR                                                                                                                                                   ,-60.646822,-32.990522,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646822, -32.990522 ] } }"
834,0,695,6,I,274,0,1866,1998,1473,NO        ,A         ,SUR                                                                                                                                                   ,-60.646822,-32.990522,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646822, -32.990522 ] } }"
835,0,698,6,I,273,0,1866,1764,6148,NO        ,P         ,SUR                                                                                                                                                   ,-60.646399,-32.988576,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646399, -32.988576 ] } }"
844,0,703,6,I,272,0,1866,908,1726,NO        ,A         ,SUR                                                                                                                                                   ,-60.645897,-32.986269,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645897, -32.986269 ] } }"
847,0,710,6,I,271,0,1866,743,1915,NO        ,A         ,SUR                                                                                                                                                   ,-60.645394,-32.983963,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645394, -32.983963 ] } }"
850,0,732,6,I,0,0,1866,1721,5431,NO        ,P         ,SUR                                                                                                                                                   ,-60.645182,-32.982747,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645182, -32.982747 ] } }"
859,0,710,43,V,240,0,1866,743,1915,NO        ,A         ,SUR                                                                                                                                                   ,-60.645394,-32.983963,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645394, -32.983963 ] } }"
861,0,743,6,I,269,0,1866,1901,6289,NO        ,P         ,SUR                                                                                                                                                   ,-60.644457,-32.979257,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644457, -32.979257 ] } }"
865,0,733,43,V,239,0,1866,10,8763,NO        ,P         ,SUR                                                                                                                                                   ,-60.644694,-32.980448,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644694, -32.980448 ] } }"
874,0,747,43,V,238,0,1866,1901,5653,NO        ,P         ,SUR                                                                                                                                                   ,-60.64444,-32.979167,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644440, -32.979167 ] } }"
875,0,772,6,I,265,0,1866,1822,5729,NO        ,P         ,CENTRO                                                                                                                                                ,-60.642993,-32.9712,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.642993, -32.971200 ] } }"
918,0,698,43,V,0,0,1866,1764,6148,NO        ,P         ,SUR                                                                                                                                                   ,-60.646399,-32.988576,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646399, -32.988576 ] } }"
956,0,2461,44,I,29,0,1308,83,8914,SE        ,I         ,SUR                                                                                                                                                   ,-60.645943,-32.972036,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645943, -32.972036 ] } }"
1018,0,703,45,I,60,0,1866,908,1726,NO        ,A         ,SUR                                                                                                                                                   ,-60.645897,-32.986269,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645897, -32.986269 ] } }"
1027,0,69,15,V,0,0,1877,620,1749,SE        ,A         ,CENTRO                                                                                                                                                ,-60.673147,-32.938898,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673147, -32.938898 ] } }"
1040,0,710,45,I,59,0,1866,743,1915,NO        ,A         ,SUR                                                                                                                                                   ,-60.645394,-32.983963,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645394, -32.983963 ] } }"
1044,0,3852,9,V,0,0,1998,1083,2949,NE        ,B         ,SUR                                                                                                                                                   ,-60.641942,-32.990365,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.641942, -32.990365 ] } }"
1069,0,732,45,I,58,0,1866,1721,5431,NO        ,P         ,SUR                                                                                                                                                   ,-60.645182,-32.982747,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645182, -32.982747 ] } }"
1086,0,1970,5,V,256,0,65,1312,4877,SE        ,I         ,NORTE                                                                                                                                                 ,-60.673385,-32.930246,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673385, -32.930246 ] } }"
1091,0,805,5,V,255,0,1867,1852,1014,SE        ,A         ,CENTRO                                                                                                                                                ,-60.670483,-32.933435,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670483, -32.933435 ] } }"
1105,0,805,7,V,230,0,1867,1852,1014,SE        ,A         ,CENTRO                                                                                                                                                ,-60.670483,-32.933435,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670483, -32.933435 ] } }"
1126,0,691,45,V,225,0,1866,1998,1909,SE        ,A         ,SUR                                                                                                                                                   ,-60.646598,-32.9908,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646598, -32.990800 ] } }"
1140,0,697,45,V,226,0,1866,1764,1544,SE        ,A         ,SUR                                                                                                                                                   ,-60.646161,-32.988784,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646161, -32.988784 ] } }"
1146,0,63,1073,V,0,0,1877,662,8055,NE        ,P         ,CENTRO                                                                                                                                                ,-60.667783,-32.939626,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667783, -32.939626 ] } }"
1202,0,1970,12,V,260,0,65,1312,4877,SE        ,I         ,NORTE                                                                                                                                                 ,-60.673385,-32.930246,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673385, -32.930246 ] } }"
1213,0,805,12,V,259,0,1867,1852,1014,SE        ,A         ,CENTRO                                                                                                                                                ,-60.670483,-32.933435,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670483, -32.933435 ] } }"
1260,0,768,5,V,228,0,1866,1822,5292,SE        ,P         ,SUR                                                                                                                                                   ,-60.64278,-32.97151,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.642780, -32.971510 ] } }"
1283,0,76,26,V,0,0,634,620,7708,SO        ,P         ,CENTRO                                                                                                                                                ,-60.67379,-32.940121,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673790, -32.940121 ] } }"
1327,0,768,12,V,233,0,1866,1822,5292,SE        ,P         ,SUR                                                                                                                                                   ,-60.64278,-32.97151,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.642780, -32.971510 ] } }"
1335,0,1967,12,V,232,0,83,1891,9394,SO        ,P         ,SUR                                                                                                                                                   ,-60.644752,-32.972253,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644752, -32.972253 ] } }"
1339,0,1965,12,V,231,0,83,1308,9279,SO        ,P         ,SUR                                                                                                                                                   ,-60.646138,-32.972002,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646138, -32.972002 ] } }"
1352,0,69,65,I,0,0,1877,620,1749,SE        ,A         ,CENTRO                                                                                                                                                ,-60.673147,-32.938898,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673147, -32.938898 ] } }"
1451,0,63,1,V,0,0,1877,662,8055,NE        ,P         ,CENTRO                                                                                                                                                ,-60.667783,-32.939626,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667783, -32.939626 ] } }"
1497,0,701,46,I,0,0,1866,908,9525,SE        ,P         ,SUR                                                                                                                                                   ,-60.645659,-32.986478,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645659, -32.986478 ] } }"
1579,0,712,5,V,223,0,1866,218,9502,SE        ,P         ,SUR                                                                                                                                                   ,-60.644666,-32.98186,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644666, -32.981860 ] } }"
1593,0,2497,58,I,36,0,930,1880,8266,SO        ,I         ,NORTE                                                                                                                                                 ,-60.67371,-32.923382,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673710, -32.923382 ] } }"
1595,0,701,5,V,221,0,1866,908,9525,SE        ,P         ,SUR                                                                                                                                                   ,-60.645659,-32.986478,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645659, -32.986478 ] } }"
1599,0,70,9,V,247,0,1877,620,1141,SE        ,A         ,CENTRO                                                                                                                                                ,-60.673227,-32.938884,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673227, -32.938884 ] } }"
1601,0,697,5,V,220,0,1866,1764,1544,SE        ,A         ,SUR                                                                                                                                                   ,-60.646161,-32.988784,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646161, -32.988784 ] } }"
1607,0,691,5,V,219,0,1866,1998,1909,SE        ,A         ,SUR                                                                                                                                                   ,-60.646598,-32.9908,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646598, -32.990800 ] } }"
1624,0,443,58,I,73,0,1473,2020,1257,NE        ,A         ,CENTRO                                                                                                                                                ,-60.669481,-32.952007,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669481, -32.952007 ] } }"
1662,0,733,45,I,0,0,1866,10,8763,NO        ,P         ,SUR                                                                                                                                                   ,-60.644694,-32.980448,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644694, -32.980448 ] } }"
1677,0,1491,27,V,243,0,1867,634,6742,SE        ,P         ,CENTRO                                                                                                                                                ,-60.672242,-32.940399,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.672242, -32.940399 ] } }"
