SE_ROW_ID,MSLINK,PARADA,RAMAL,SENTIDO,ORDEN,ID_PARADA,CALLE_UNO,CALLE_DOS,COD_SMS,OCHAVA,REFUGIO,DISTRITO,PUNTO_X,PUNTO_Y,CAMBIO,USUARIO_CA,TYPE,CHECKSUM,GEOJSON
33,0,2540,4,V,399,0,305,263,5308,SE        ,P         ,NORTE                                                                                                                                                 ,-60.731235,-32.881002,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731235, -32.881002 ] } }"
45,0,1771,4,I,0,0,2032,167,2164,NO        ,B         ,NORTE                                                                                                                                                 ,-60.728483,-32.881447,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728483, -32.881447 ] } }"
80,0,2539,4,V,264,0,1854,305,8893,NE        ,P         ,NORTE                                                                                                                                                 ,-60.731079,-32.883613,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731079, -32.883613 ] } }"
81,0,2538,4,V,263,0,2032,623,7925,SE        ,P         ,NORTE                                                                                                                                                 ,-60.728068,-32.884415,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728068, -32.884415 ] } }"
97,0,2537,4,V,262,0,331,2032,7060,NE        ,I         ,NORTE                                                                                                                                                 ,-60.727929,-32.886205,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727929, -32.886205 ] } }"
102,0,1769,4,V,261,0,912,822,7736,SE        ,P         ,NORTE                                                                                                                                                 ,-60.727218,-32.887055,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727218, -32.887055 ] } }"
105,0,1765,4,V,260,0,1037,2029,6133,SE        ,P         ,NORTE                                                                                                                                                 ,-60.727122,-32.888101,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727122, -32.888101 ] } }"
110,0,966,15,V,0,0,1042,1892,4425,N         ,P         ,NOROESTE                                                                                                                                              ,-60.740327,-32.920869,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.740327, -32.920869 ] } }"
113,0,2888,15,V,0,0,1042,927,6305,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.737224,-32.920785,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.737224, -32.920785 ] } }"
114,0,1764,4,V,259,0,1037,1273,8258,SE        ,P         ,NORTE                                                                                                                                                 ,-60.725399,-32.889136,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725399, -32.889136 ] } }"
128,0,2887,15,V,0,0,1955,1042,7009,NO        ,P         ,NOROESTE                                                                                                                                              ,-60.735064,-32.920727,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735064, -32.920727 ] } }"
130,0,2540,9,V,399,0,305,263,5308,SE        ,P         ,NORTE                                                                                                                                                 ,-60.731235,-32.881002,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731235, -32.881002 ] } }"
133,0,2886,15,V,0,0,1955,1119,9721,NO        ,I         ,NOROESTE                                                                                                                                              ,-60.735114,-32.919093,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735114, -32.919093 ] } }"
137,0,2539,9,V,285,0,1854,305,8893,NE        ,P         ,NORTE                                                                                                                                                 ,-60.731079,-32.883613,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731079, -32.883613 ] } }"
140,0,2885,15,V,0,0,1955,1040,9499,NO        ,P         ,NOROESTE                                                                                                                                              ,-60.73517,-32.917597,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735170, -32.917597 ] } }"
144,0,2884,15,V,0,0,1955,1081,8854,NO        ,P         ,NOROESTE                                                                                                                                              ,-60.735252,-32.915425,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735252, -32.915425 ] } }"
148,0,2883,15,V,0,0,1955,1898,5029,NO        ,B         ,NOROESTE                                                                                                                                              ,-60.735331,-32.913668,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735331, -32.913668 ] } }"
149,0,2374,15,V,0,0,157,1870,9892,NE        ,I         ,NOROESTE                                                                                                                                              ,-60.732834,-32.912374,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.732834, -32.912374 ] } }"
159,0,3071,45,I,0,0,1077,389,2696,SE        ,B         ,NOROESTE                                                                                                                                              ,-60.760245,-32.940932,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.760245, -32.940932 ] } }"
160,0,1763,4,V,258,0,1037,242,7844,SE        ,P         ,NORTE                                                                                                                                                 ,-60.723813,-32.890263,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.723813, -32.890263 ] } }"
164,0,2677,15,V,0,0,737,913,6801,SE        ,P         ,NOROESTE                                                                                                                                              ,-60.727983,-32.916464,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727983, -32.916464 ] } }"
165,0,959,15,V,0,0,737,1119,2482,SE        ,B         ,NOROESTE                                                                                                                                              ,-60.727846,-32.919066,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727846, -32.919066 ] } }"
181,0,819,12,V,296,0,1263,1955,9276,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.73523,-32.911193,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735230, -32.911193 ] } }"
185,0,818,12,V,295,0,1263,1870,3199,NE        ,B         ,NOROESTE                                                                                                                                              ,-60.732843,-32.911106,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.732843, -32.911106 ] } }"
187,0,815,12,V,294,0,1263,1693,7904,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.731748,-32.911099,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731748, -32.911099 ] } }"
192,0,2032,12,V,293,0,1076,752,4155,SE        ,P         ,NOROESTE                                                                                                                                              ,-60.730506,-32.911704,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730506, -32.911704 ] } }"
196,0,2030,12,V,292,0,1898,1076,5822,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.730438,-32.913536,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730438, -32.913536 ] } }"
199,0,2028,12,V,291,0,1898,737,5648,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.728028,-32.913335,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728028, -32.913335 ] } }"
204,0,2026,12,V,290,0,1081,2019,9083,NE        ,I         ,NOROESTE                                                                                                                                              ,-60.725464,-32.91516,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725464, -32.915160 ] } }"
207,0,2538,9,V,284,0,2032,623,7925,SE        ,P         ,NORTE                                                                                                                                                 ,-60.728068,-32.884415,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728068, -32.884415 ] } }"
244,0,2676,15,V,0,0,737,874,9544,SE        ,P         ,NOROESTE                                                                                                                                              ,-60.727598,-32.921881,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727598, -32.921881 ] } }"
249,0,957,15,V,0,0,737,248,1181,SE        ,A         ,NOROESTE                                                                                                                                              ,-60.727557,-32.922962,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727557, -32.922962 ] } }"
269,0,954,15,V,0,0,737,123,1286,SE        ,B         ,NOROESTE                                                                                                                                              ,-60.727509,-32.924266,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727509, -32.924266 ] } }"
270,0,953,15,V,0,0,737,1326,1842,SE        ,I         ,NOROESTE                                                                                                                                              ,-60.727461,-32.925531,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727461, -32.925531 ] } }"
271,0,1762,4,V,257,0,1037,1918,9759,SE        ,P         ,NORTE                                                                                                                                                 ,-60.722611,-32.891312,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.722611, -32.891312 ] } }"
272,0,1469,67,V,0,0,737,723,9409,SE        ,B         ,NOROESTE                                                                                                                                              ,-60.727422,-32.926568,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727422, -32.926568 ] } }"
275,0,1761,4,V,256,0,1037,592,4570,SE        ,P         ,NORTE                                                                                                                                                 ,-60.721399,-32.892361,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721399, -32.892361 ] } }"
276,0,2675,15,V,0,0,737,577,6644,SE        ,I         ,NOROESTE                                                                                                                                              ,-60.72736,-32.928722,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727360, -32.928722 ] } }"
279,0,3751,56,I,0,0,1399,1461,9208,SO        ,B         ,NORTE                                                                                                                                                 ,-60.725897,-32.880759,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725897, -32.880759 ] } }"
281,0,684,15,V,0,0,813,737,1694,NE        ,A         ,NOROESTE                                                                                                                                              ,-60.7273,-32.930285,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727300, -32.930285 ] } }"
308,0,683,15,V,0,0,813,1807,1678,NE        ,A         ,NOROESTE                                                                                                                                              ,-60.726094,-32.930502,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.726094, -32.930502 ] } }"
319,0,2377,11,V,399,0,927,1898,7661,NO        ,P         ,NOROESTE                                                                                                                                              ,-60.737681,-32.913731,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.737681, -32.913731 ] } }"
336,0,2537,9,V,283,0,331,2032,7060,NE        ,I         ,NORTE                                                                                                                                                 ,-60.727929,-32.886205,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727929, -32.886205 ] } }"
338,0,420,18,V,242,0,1763,511,8372,NE        ,P         ,OESTE                                                                                                                                                 ,-60.727135,-32.966152,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727135, -32.966152 ] } }"
340,0,2154,18,V,240,0,885,414,9860,NO        ,I         ,OESTE                                                                                                                                                 ,-60.724961,-32.963982,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724961, -32.963982 ] } }"
341,0,214,21,I,1,0,1165,705,3264,SE        ,B         ,OESTE                                                                                                                                                 ,-60.733271,-32.968215,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.733271, -32.968215 ] } }"
343,0,215,21,I,2,0,1165,1009,8423,SE        ,P         ,OESTE                                                                                                                                                 ,-60.733095,-32.967375,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.733095, -32.967375 ] } }"
346,0,2376,11,V,293,0,157,1955,6947,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.735184,-32.912437,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735184, -32.912437 ] } }"
348,0,217,21,I,3,0,1763,1319,6890,SO        ,P         ,OESTE                                                                                                                                                 ,-60.732202,-32.966568,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.732202, -32.966568 ] } }"
350,0,218,21,I,4,0,1763,410,3486,SO        ,B         ,OESTE                                                                                                                                                 ,-60.729744,-32.966485,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729744, -32.966485 ] } }"
354,0,2374,11,V,292,0,157,1870,9892,NE        ,I         ,NOROESTE                                                                                                                                              ,-60.732834,-32.912374,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.732834, -32.912374 ] } }"
355,0,221,21,I,5,0,1763,511,2809,SO        ,B         ,OESTE                                                                                                                                                 ,-60.727286,-32.966401,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727286, -32.966401 ] } }"
357,0,222,21,I,6,0,1763,885,3763,SO        ,B         ,OESTE                                                                                                                                                 ,-60.724828,-32.966317,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724828, -32.966317 ] } }"
369,0,3152,45,V,0,0,1077,1930,9776,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.759785,-32.940745,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.759785, -32.940745 ] } }"
386,0,1725,9,V,282,0,1437,228,2435,NE        ,V         ,NORTE                                                                                                                                                 ,-60.719381,-32.88653,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.719381, -32.886530 ] } }"
390,0,3792,10,I,0,0,1097,887,3577,NO        ,B         ,NORTE                                                                                                                                                 ,-60.72879,-32.875555,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728790, -32.875555 ] } }"
442,0,2026,11,V,287,0,1081,2019,9083,NE        ,I         ,NOROESTE                                                                                                                                              ,-60.725464,-32.91516,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725464, -32.915160 ] } }"
504,0,1362,1054,I,0,0,1042,1892,8749,NE        ,P         ,NOROESTE                                                                                                                                              ,-60.74121,-32.920892,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.741210, -32.920892 ] } }"
522,0,3030,56,V,202,0,1618,1615,2689,SE        ,B         ,OESTE                                                                                                                                                 ,-60.724357,-32.95492,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724357, -32.954920 ] } }"
553,0,2657,1055,V,0,0,964,1870,3563,NE        ,B         ,NOROESTE                                                                                                                                              ,-60.733032,-32.906085,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.733032, -32.906085 ] } }"
568,0,2163,46,V,29,0,577,2078,6893,NE        ,I         ,NOROESTE                                                                                                                                              ,-60.72854,-32.928628,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728540, -32.928628 ] } }"
570,0,1428,46,V,28,0,737,723,1312,NO        ,B         ,NOROESTE                                                                                                                                              ,-60.727628,-32.926798,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727628, -32.926798 ] } }"
604,0,2892,11,I,0,0,1242,1081,3527,E         ,B         ,NOROESTE                                                                                                                                              ,-60.749024,-32.91594,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.749024, -32.915940 ] } }"
621,0,3792,9,I,0,0,1097,887,3577,NO        ,B         ,NORTE                                                                                                                                                 ,-60.72879,-32.875555,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728790, -32.875555 ] } }"
627,0,419,21,V,249,0,1763,885,9797,NE        ,P         ,OESTE                                                                                                                                                 ,-60.724677,-32.966068,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724677, -32.966068 ] } }"
628,0,420,21,V,250,0,1763,511,8372,NE        ,P         ,OESTE                                                                                                                                                 ,-60.727135,-32.966152,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727135, -32.966152 ] } }"
629,0,218,18,I,7,0,1763,410,3486,SO        ,B         ,OESTE                                                                                                                                                 ,-60.729744,-32.966485,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729744, -32.966485 ] } }"
642,0,2016,1016,V,0,0,1076,813,5846,NO        ,P         ,NOROESTE                                                                                                                                              ,-60.72982,-32.92983,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729820, -32.929830 ] } }"
643,0,345,1016,V,0,0,1076,1986,3402,NO        ,B         ,NOROESTE                                                                                                                                              ,-60.729734,-32.932925,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729734, -32.932925 ] } }"
644,0,2024,1016,V,0,0,1076,1864,4860,NO        ,B         ,NOROESTE                                                                                                                                              ,-60.729668,-32.934904,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729668, -32.934904 ] } }"
650,0,3445,18,V,0,0,1763,1243,6897,NE        ,P         ,OESTE                                                                                                                                                 ,-60.730799,-32.966308,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730799, -32.966308 ] } }"
755,0,2682,46,I,302,0,964,1179,8956,SO        ,P         ,NOROESTE                                                                                                                                              ,-60.730069,-32.906252,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730069, -32.906252 ] } }"
922,0,3445,21,V,0,0,1763,1243,6897,NE        ,P         ,OESTE                                                                                                                                                 ,-60.730799,-32.966308,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730799, -32.966308 ] } }"
1004,0,3750,56,I,0,0,654,305,3813,SO        ,B         ,NORTE                                                                                                                                                 ,-60.731601,-32.878104,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731601, -32.878104 ] } }"
1030,0,1651,21,V,252,0,1165,1009,5727,NO        ,P         ,OESTE                                                                                                                                                 ,-60.733287,-32.967226,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.733287, -32.967226 ] } }"
1032,0,1649,21,V,251,0,1763,410,7637,NE        ,P         ,OESTE                                                                                                                                                 ,-60.729593,-32.966236,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729593, -32.966236 ] } }"
1051,0,3792,4,I,0,0,1097,887,3577,NO        ,B         ,NORTE                                                                                                                                                 ,-60.72879,-32.875555,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728790, -32.875555 ] } }"
1200,0,3018,56,V,0,0,416,404,3630,S         ,B         ,OESTE                                                                                                                                                 ,-60.726369,-32.955453,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.726369, -32.955453 ] } }"
1218,0,3312,63,V,0,0,1072,1230,3236,SO        ,B         ,NOROESTE                                                                                                                                              ,-60.760266,-32.90933,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.760266, -32.909330 ] } }"
1243,0,3019,56,I,112,0,398,1809,7901,NE        ,I         ,OESTE                                                                                                                                                 ,-60.72492,-32.953241,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724920, -32.953241 ] } }"
1277,0,1803,46,V,14,0,964,779,2133,NE        ,B         ,NOROESTE                                                                                                                                              ,-60.734661,-32.906151,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.734661, -32.906151 ] } }"
1280,0,2657,46,V,13,0,964,1870,3563,NE        ,B         ,NOROESTE                                                                                                                                              ,-60.733032,-32.906085,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.733032, -32.906085 ] } }"
1282,0,2656,46,V,12,0,964,1179,2609,N         ,B         ,NOROESTE                                                                                                                                              ,-60.729934,-32.906001,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729934, -32.906001 ] } }"
1301,0,821,12,I,0,0,157,1955,1177,S         ,A         ,NOROESTE                                                                                                                                              ,-60.734104,-32.91257,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.734104, -32.912570 ] } }"
1316,0,3311,63,V,0,0,1072,1848,3594,SO        ,B         ,NOROESTE                                                                                                                                              ,-60.765597,-32.909473,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.765597, -32.909473 ] } }"
1466,0,2547,7,V,204,0,1071,1461,4332,NE        ,P         ,NORTE                                                                                                                                                 ,-60.725535,-32.890989,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725535, -32.890989 ] } }"
1467,0,2548,7,V,203,0,1071,1273,8669,NE        ,P         ,NORTE                                                                                                                                                 ,-60.728732,-32.889036,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728732, -32.889036 ] } }"
1476,0,2549,7,V,202,0,1071,2029,5006,NE        ,I         ,NORTE                                                                                                                                                 ,-60.730687,-32.887865,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730687, -32.887865 ] } }"
1479,0,1768,7,I,86,0,1071,198,5780,NO        ,P         ,NORTE                                                                                                                                                 ,-60.731022,-32.887886,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731022, -32.887886 ] } }"
1496,0,2542,7,I,85,0,1071,1273,3459,NO        ,B         ,NORTE                                                                                                                                                 ,-60.729069,-32.889057,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729069, -32.889057 ] } }"
1498,0,2543,7,I,84,0,1071,912,3837,NO        ,B         ,NORTE                                                                                                                                                 ,-60.727676,-32.88989,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727676, -32.889890 ] } }"
1499,0,2544,7,I,83,0,1071,1461,3187,NO        ,B         ,NORTE                                                                                                                                                 ,-60.725814,-32.890999,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725814, -32.890999 ] } }"
1500,0,2545,7,I,82,0,1071,592,2316,NO        ,B         ,NORTE                                                                                                                                                 ,-60.724349,-32.892263,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724349, -32.892263 ] } }"
1501,0,2546,7,I,81,0,1036,1037,3575,SO        ,B         ,NORTE                                                                                                                                                 ,-60.721097,-32.892861,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721097, -32.892861 ] } }"
1551,0,1932,1016,I,0,0,737,884,9172,SE        ,I         ,NOROESTE                                                                                                                                              ,-60.726913,-32.939964,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.726913, -32.939964 ] } }"
1552,0,361,1016,I,0,0,737,1599,3252,SE        ,B         ,NOROESTE                                                                                                                                              ,-60.727043,-32.936614,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727043, -32.936614 ] } }"
1553,0,1984,1016,I,0,0,737,2000,5976,SE        ,P         ,NOROESTE                                                                                                                                              ,-60.727177,-32.933899,2022-05-16,,0,0,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727177, -32.933899 ] } }"
